CancelType,CleanupType,ExecutionStarted,CancelRegistered,CancelInitiated,ExecutionFinished,CancelDelayMs
AtomicEnum,ErrorReturn,1753001947374670042,NA,NA,1753001975460671725,NA
AtomicEnum,ErrorReturn,1753001975460686888,NA,NA,1753002003195862697,NA
AtomicEnum,ErrorReturn,1753002003195870219,NA,NA,1753002030894163243,NA
AtomicEnum,ErrorReturn,1753002030894170057,NA,NA,1753002058990063377,NA
AtomicEnum,ErrorReturn,1753002058990068865,NA,NA,1753002086722037343,NA
AtomicEnum,ErrorReturn,1753002086722140752,1753002086732371080,1753002086732372053,1753002086732372093,10
AtomicEnum,ErrorReturn,1753002086732505216,1753002086742671871,1753002086742672753,1753002086742672774,10
AtomicEnum,ErrorReturn,1753002086742722911,1753002086752816816,1753002086752817795,1753002086752817817,10
AtomicEnum,ErrorReturn,1753002086753009398,1753002086763098990,1753002086763099854,1753002086763099898,10
AtomicEnum,ErrorReturn,1753002086763268901,1753002086773358690,1753002086773359664,1753002086773359707,10
AtomicEnum,ErrorReturn,1753002086773527350,1753002086878619719,1753002086878620825,1753002086878620871,105
AtomicEnum,ErrorReturn,1753002086878800741,1753002086984013918,1753002086984016265,1753002086984016327,105
AtomicEnum,ErrorReturn,1753002086984208180,1753002087089409372,1753002087089410583,1753002087089410627,105
AtomicEnum,ErrorReturn,1753002087089482573,1753002087194655860,1753002087194656909,1753002087194656982,105
AtomicEnum,ErrorReturn,1753002087194749906,1753002087299998836,1753002087300000123,1753002087300000178,105
AtomicEnum,ErrorReturn,1753002087300065121,1753002089421253639,1753002089421256073,1753002089421256354,2121
AtomicEnum,ErrorReturn,1753002089421371582,1753002091542625158,1753002091542632487,1753002091542632770,2121
AtomicEnum,ErrorReturn,1753002091542815505,1753002093664021360,1753002093664024037,1753002093664024322,2121
AtomicEnum,ErrorReturn,1753002093664122037,1753002095785315857,1753002095785318045,1753002095785318319,2121
AtomicEnum,ErrorReturn,1753002095785487136,1753002097906705587,1753002097906707911,1753002097906708081,2121
AtomicEnum,ErrorReturn,1753002097906906187,1753002102228103055,1753002102228106442,1753002102228106725,4321
AtomicEnum,ErrorReturn,1753002102228218297,1753002106549327883,1753002106549330584,1753002106549331122,4321
AtomicEnum,ErrorReturn,1753002106549424064,1753002110870687912,1753002110870690395,1753002110870690813,4321
AtomicEnum,ErrorReturn,1753002110870794522,1753002115192021185,1753002115192023708,1753002115192024009,4321
AtomicEnum,ErrorReturn,1753002115192111176,1753002119513200989,1753002119513203243,1753002119513203520,4321
AtomicEnum,Exception,1753002119513338089,NA,NA,1753002147354773261,NA
AtomicEnum,Exception,1753002147354781105,NA,NA,1753002175077864939,NA
AtomicEnum,Exception,1753002175077871527,NA,NA,1753002202780034181,NA
AtomicEnum,Exception,1753002202780042092,NA,NA,1753002230411963427,NA
